,index,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,director
2019,2019,22000000,Fantasy Drama Comedy Family,11395,en,The Santa Clause,16.234053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Hollywood Pictures"", ""id"": 915}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-11-10,189833357,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Santa Clause,6.3,489,Tim Allen Judge Reinhold Wendy Crewson David Krumholtz Peter Boyle,John Pasquin
2020,2020,20000000,Drama Family,14635,en,The Rookie,11.263361,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""98 MPH Productions"", ""id"": 2939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-25,75597042,127,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Rookie,6.5,110,Dennis Quaid Rachel Griffiths Beth Grant Angus T. Jones Brian Cox,John Lee Hancock
2021,2021,22000000,Comedy Family,13680,en,The Game Plan,20.699212,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}, {""name"": ""Monkey Dance Productions"", ""id"": 80510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-28,147880543,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Game Plan,6.0,428,Dwayne Johnson Madison Pettis Kyra Sedgwick Roselyn S\u00e1nchez Morris Chestnut,Andy Fickman
2022,2022,24000000,Drama Romance,688,en,The Bridges of Madison County,17.606087,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-28,182016617,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Bridges of Madison County,7.3,385,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,Clint Eastwood
2023,2023,22000000,Action Comedy,11090,en,The Animal,13.786075,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-01,84772742,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Animal,4.6,304,Rob Schneider Colleen Haskell John C. McGinley Ed Asner Guy Torry,Luke Greenfield
2024,2024,22000000,Drama History,783,en,Gandhi,35.227212,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982-11-30,77737889,191,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,Gandhi,7.4,716,Ben Kingsley Candice Bergen Edward Fox John Gielgud Trevor Howard,Richard Attenborough
2025,2025,22000000,Drama,228194,en,The Hundred-Foot Journey,27.898438,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AE"", ""name"": ""United Arab Emirates""}]",2014-08-06,88880821,122,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The Hundred-Foot Journey,7.3,508,Helen Mirren Manish Dayal Om Puri Charlotte Le Bon Rohan Chand,Lasse Hallstr\u00f6m
2026,2026,22000000,Crime Drama Mystery Thriller Action,1642,en,The Net,23.218144,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-28,110627965,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Net,5.6,354,Sandra Bullock Jeremy Northam Dennis Miller Wendy Gazelle Ken Howard,Irwin Winkler
2027,2027,22000000,Drama,10950,en,I Am Sam,26.071644,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-12-28,92542418,132,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I Am Sam,7.2,530,Sean Penn Michelle Pfeiffer Dianne Wiest Dakota Fanning Richard Schiff,Jessie Nelson
2028,2028,22000000,Drama,235260,en,Son of God,9.175762,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-02-28,67800064,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Son of God,5.9,83,Roma Downey Diogo Morgado Louise Delamere Darwin Shaw Amber Rose Revah,Christopher Spencer
2029,2029,22000000,Fantasy Action Thriller,277,en,Underworld,81.829237,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Laurinfilm"", ""id"": 7733}, {""name"": ""Subterranean Productions LLC"", ""id"": 7734}, {""name"": ""Subterranean Productions UK Ltd."", ""id"": 7735}, {""name"": ""Underworld Produktions GmbH"", ""id"": 7736}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-09-19,95708457,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Underworld,6.6,2512,Kate Beckinsale Scott Speedman Michael Sheen Shane Brolly Bill Nighy,Len Wiseman
2030,2030,22000000,Drama Thriller,8999,en,Derailed,17.7091,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Patalex V Productions Limited"", ""id"": 23635}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-11,57479076,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Derailed,6.1,319,Clive Owen Jennifer Aniston Vincent Cassel Melissa George Addison Timlin,Mikael H\u00e5fstr\u00f6m
2031,2031,22000000,Drama Comedy Crime,11323,en,The Informant!,17.772517999999994,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Jaffe / Braunstein Enterprise"", ""id"": 6822}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-18,35424826,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Informant!,6.0,301,Matt Damon Scott Bakula Joel McHale Melanie Lynskey Ann Dowd,Steven Soderbergh
2032,2032,22000000,Drama Romance,10445,en,Shadowlands,5.6097550000000025,"[{""name"": ""Shadowlands Productions"", ""id"": 5553}, {""name"": ""Savoy Pictures"", ""id"": 11308}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1993-12-25,0,131,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Shadowlands,6.8,61,Anthony Hopkins Debra Winger John Wood Julian Fellowes Roddy Maude-Roxby,Richard Attenborough
2033,2033,22000000,Comedy,11453,en,Deuce Bigalow: European Gigolo,10.259461,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-06,22400154,83,"[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Deuce Bigalow: European Gigolo,4.7,225,Rob Schneider Eddie Griffin Jeroen Krabb\u00e9 Til Schweiger Hanna Verboom,Mike Bigelow
2034,2034,26000000,Comedy,146239,en,Delivery Man,30.114383,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-10-10,51164106,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Delivery Man,6.2,551,Vince Vaughn Cobie Smulders Chris Pratt Britt Robertson Jack Reynor,Ken Scott
2035,2035,0,Thriller,205588,en,Our Kind of Traitor,10.547959,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}, {""name"": ""The Ink Factory"", ""id"": 28275}, {""name"": ""Potboiler Productions"", ""id"": 36615}, {""name"": ""Amazon Prime Instant Video"", ""id"": 58773}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2016-05-05,9930095,108,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Our Kind of Traitor,6.0,160,Ewan McGregor Stellan Skarsg\u00e5rd Damian Lewis Naomie Harris Jeremy Northam,Susanna White
2036,2036,22000000,Comedy Crime Romance,10878,en,Saving Silverman,12.887673,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-02-09,19351569,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Saving Silverman,5.4,154,Jason Biggs Steve Zahn Jack Black Amanda Peet Amanda Detmer,Dennis Dugan
2037,2037,22000000,Comedy Family,82650,en,Diary of a Wimpy Kid: Dog Days,13.410919,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-02,77112176,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Diary of a Wimpy Kid: Dog Days,6.0,223,Zachary Gordon Robert Capron Devon Bostick Rachael Harris Steve Zahn,David Bowers
2038,2038,0,Thriller Drama Crime Romance,10279,en,Summer of Sam,3.70789,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-07-02,0,142,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,Summer of Sam,6.3,112,John Leguizamo Adrien Brody Mira Sorvino Jennifer Esposito Anthony LaPaglia,Spike Lee
2039,2039,22000000,Comedy,2294,en,Jay and Silent Bob Strike Back,21.865021,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""View Askew Productions"", ""id"": 16934}, {""name"": ""Miramax"", ""id"": 53009}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-22,33788161,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Jay and Silent Bob Strike Back,6.4,480,Kevin Smith Jason Mewes Ben Affleck Jeff Anderson Brian O'Halloran,Kevin Smith
2040,2040,30000000,Drama Thriller,2176,en,The Glass House,9.448517,"[{""name"": ""Original Film"", ""id"": 333}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-14,23619609,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Glass House,5.4,201,Leelee Sobieski Diane Lane Stellan Skarsg\u00e5rd Bruce Dern Kathy Baker,Daniel Sackheim
2041,2041,22000000,Comedy Drama Mystery,270487,en,"Hail, Caesar!",39.006187,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-02-05,63647656,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Hail, Caesar!",5.7,1309,Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,Joel Coen
2042,2042,22000000,Comedy Music,19366,en,Josie and the Pussycats,6.404571,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Riverdale Productions"", ""id"": 24851}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-04-06,0,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Josie and the Pussycats,5.3,72,Rachael Leigh Cook Rosario Dawson Tara Reid Gabriel Mann Alan Cumming,Deborah Kaplan
2043,2043,22000000,Action Thriller,204082,en,Homefront,35.737655,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Open Road Films"", ""id"": 10427}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-11-27,43058898,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Homefront,6.4,875,Jason Statham James Franco Izabela Vidovic Winona Ryder Rachelle Lefevre,Gary Fleder
2044,2044,22000000,Family Horror,24100,en,The Little Vampire,4.365196,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,13555988,95,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,The Little Vampire,6.1,77,Richard E. Grant Jonathan Lipnicki Jim Carter Alice Krige Pamela Gidley,Uli Edel
2045,2045,22000000,Comedy Romance,1599,en,I Heart Huckabees,14.925633,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}, {""name"": ""Kanzeon"", ""id"": 23488}, {""name"": ""Huckabee's"", ""id"": 23489}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-10,0,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,I Heart Huckabees,6.2,239,Jason Schwartzman Dustin Hoffman Lily Tomlin Jude Law Mark Wahlberg,David O. Russell
2046,2046,22000000,Action Adventure Crime Science Fiction Thriller,5550,en,RoboCop 3,14.725467000000002,"[{""name"": ""Orion Pictures"", ""id"": 41}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1993-04-17,10696210,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,RoboCop 3,4.2,305,Robert John Burke Nancy Allen Mario Machado Jodi Long John Posey,Fred Dekker
2047,2047,0,Action Science Fiction Thriller,30379,en,Megiddo: The Omega Code 2,0.809588,"[{""name"": ""Infinity Omnimedia"", ""id"": 5044}, {""name"": ""TBN Films"", ""id"": 5045}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-09-07,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Megiddo: The Omega Code 2,3.6,8,Michael York Michael Biehn Diane Venora R. Lee Ermey Udo Kier,Brian Trenchard-Smith
2048,2048,0,Drama Comedy Thriller Music Romance,42586,en,Darling Lili,0.816883,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Geoffrey Productions"", ""id"": 15152}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1970-01-01,0,107,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Darling Lili,4.9,8,Julie Andrews Rock Hudson Jeremy Kemp Lance Percival Michael Witney,Blake Edwards
2049,2049,70000000,Comedy Family Romance,17709,en,Dudley Do-Right,8.792053999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-27,0,77,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dudley Do-Right,3.8,48,Brendan Fraser Sarah Jessica Parker Alfred Molina Eric Idle Robert Prosky,Hugh Wilson
2050,2050,25000000,Thriller Action Crime,287948,en,The Transporter Refueled,25.002715,"[{""name"": ""EuropaCorp"", ""id"": 6896}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2015-09-03,72629670,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Transporter Refueled,5.2,559,Ed Skrein Ray Stevenson Loan Chabanol Gabriella Wright Tatjana Pajkovi\u0107,Camille Delamarre
2051,2051,0,Drama Romance,7548,en,The Libertine,7.588597,"[{""name"": ""First Choice Films"", ""id"": 2267}, {""name"": ""Isle of Man Film"", ""id"": 2268}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2004-09-16,0,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Libertine,5.9,128,Johnny Depp Samantha Morton John Malkovich Rosamund Pike Paul Ritter,Laurence Dunmore
2052,2052,21000000,Drama Thriller War,9075,nl,Zwartboek,13.906610999999998,"[{""name"": ""CoBo Fund"", ""id"": 234}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Motel Films"", ""id"": 865}, {""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Nederlands Fonds voor de Film"", ""id"": 4508}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Hector BV"", ""id"": 16618}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Euroimages Fund of the Council of Europe"", ""id"": 23192}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}, {""name"": ""Clockwork Pictures"", ""id"": 25488}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2006-09-01,26193068,145,"[{""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""he"", ""name"": ""\u05e2\u05b4\u05d1\u05b0\u05e8\u05b4\u05d9\u05ea""}]",Released,Black Book,7.2,277,Carice van Houten Sebastian Koch Thom Hoffman Halina Reijn Waldemar Kobus,Paul Verhoeven
2053,2053,22000000,Romance Drama History War Music,11661,fr,Joyeux Noël,13.960945,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""The Bureau"", ""id"": 10441}, {""name"": ""Art\u00e9mis Productions"", ""id"": 11773}, {""name"": ""Les Productions de la Gu\u00e9ville"", ""id"": 17873}]","[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-09,17709155,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Joyeux Noël,7.2,212,Diane Kruger Natalie Dessay Benno F\u00fcrmann Guillaume Canet Gary Lewis,Christian Carion
2054,2054,2000000,Action Comedy Romance,109513,en,Hit & Run,16.668854,"[{""name"": ""Primate Pictures"", ""id"": 10424}, {""name"": ""Kim and Jim Productions"", ""id"": 10425}, {""name"": ""Panay Films"", ""id"": 10426}, {""name"": ""Exclusive Media Group"", ""id"": 11448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-22,14400000,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Hit & Run,5.5,224,Kristen Bell Dax Shepard Tom Arnold Kristin Chenoweth Michael Rosenbaum,Dax Shepard
2055,2055,0,Action Comedy Crime,12085,en,Mad Money,6.847133,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""verture Films"", ""id"": 52046}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-17,0,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Mad Money,5.9,140,Diane Keaton Queen Latifah Katie Holmes Ted Danson Roger Cross,Callie Khouri
2056,2056,22000000,Mystery Thriller,204922,en,Before I Go to Sleep,48.784734,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Filmgate Films"", ""id"": 18230}, {""name"": ""Clarius Entertainment"", ""id"": 36991}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""SE"", ""name"": ""Sweden""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-09-03,15447154,92,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Before I Go to Sleep,6.2,659,Nicole Kidman Colin Firth Mark Strong Anne-Marie Duff Jing Lusi,Rowan Joffe
2057,2057,22000000,Action Thriller Adventure,38985,en,Sorcerer,9.088209,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Film Properties International N.V."", ""id"": 10956}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-06-24,12000000,121,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Sorcerer,7.4,98,Roy Scheider Bruno Cremer Francisco Rabal Amidou Ramon Bieri,William Friedkin
2058,2058,22000000,Drama,44113,en,Stone,12.445176,"[{""name"": ""Stone Productions"", ""id"": 6572}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-10-07,9479718,105,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Stone,5.2,192,Frances Conroy Robert De Niro Edward Norton Milla Jovovich Enver Gjokaj,John Curran
2059,2059,0,Romance Drama Comedy,21494,fr,Molière,4.61335,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2007-01-31,0,115,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Moliere,6.7,45,Romain Duris Fabrice Luchini Edouard Baer Ludivine Sagnier Laura Morante,Laurent Tirard
2060,2060,22000000,Thriller Drama Crime,164457,en,Out of the Furnace,29.230298,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-06,15400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Out of the Furnace,6.5,720,Christian Bale Zoe Saldana Woody Harrelson Sam Shepard Willem Dafoe,Scott Cooper
2061,2061,25000000,Drama Mystery Crime,4566,en,Michael Clayton,18.961323,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Section Eight Productions"", ""id"": 14315}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-09-28,92991835,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Michael Clayton,6.5,501,George Clooney Tom Wilkinson Tilda Swinton Sydney Pollack Michael O'Keefe,Tony Gilroy
2062,2062,0,Comedy Drama,17795,en,My Fellow Americans,2.809378,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Storyline Entertainment"", ""id"": 8797}, {""name"": ""Peters Entertainment"", ""id"": 16774}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-20,0,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,My Fellow Americans,6.3,46,Jack Lemmon James Garner Dan Aykroyd John Heard Wilford Brimley,Peter Segal
